00003780 FUN_00003780
8004e2d0 FUN_8004e2d0
8004e2f4 FUN_8004e2f4
8004e340 FUN_8004e340
8004e39c FUN_8004e39c
8004e3e0 FUN_8004e3e0
8004e3ec FUN_8004e3ec
8004e480 FUN_8004e480
8004e4bc FUN_8004e4bc
8004e500 FUN_8004e500
8004e584 FUN_8004e584
8004e5ac FUN_8004e5ac
8004e670 FUN_8004e670
8004e6f4 FUN_8004e6f4
8004e76c FUN_8004e76c
8004e7b4 FUN_8004e7b4
8004e7e4 FUN_8004e7e4
8004e808 FUN_8004e808
8004e81c FUN_8004e81c
8004e820 FUN_8004e820
8004e858 FUN_8004e858
8004e878 FUN_8004e878
8004e900 FUN_8004e900
8004e94c FUN_8004e94c
8004e96c FUN_8004e96c
8004e9a4 FUN_8004e9a4
8004e9a8 FUN_8004e9a8
8004e9c4 FUN_8004e9c4
8004e9e0 FUN_8004e9e0
8004ea2c FUN_8004ea2c
8004eb18 FUN_8004eb18
8004ecf8 FUN_8004ecf8
8004ed04 FUN_8004ed04
8004ed90 FUN_8004ed90
8004edc4 FUN_8004edc4
8004ee0c FUN_8004ee0c
8004ee50 FUN_8004ee50
8004ee94 FUN_8004ee94
8004ef08 FUN_8004ef08
8004f140 FUN_8004f140
8004f160 FUN_8004f160
8004f214 FUN_8004f214
8004f240 FUN_8004f240
8004f24c FUN_8004f24c
8004f25c FUN_8004f25c
8004f328 FUN_8004f328
8004f370 FUN_8004f370
8004f374 FUN_8004f374
8004f4e8 FUN_8004f4e8
8004f580 FUN_8004f580
8004f6d4 FUN_8004f6d4
8004f730 FUN_8004f730
8004f824 FUN_8004f824
8004f898 FUN_8004f898
8004f910 FUN_8004f910
8004f998 FUN_8004f998
8004f9d8 FUN_8004f9d8
8004fa24 FUN_8004fa24
8004fa64 FUN_8004fa64
8004faa4 FUN_8004faa4
8004faf4 FUN_8004faf4
8004fb44 FUN_8004fb44
8004fbc0 FUN_8004fbc0
8004fcb8 FUN_8004fcb8
8004fcec FUN_8004fcec
8004fd30 FUN_8004fd30
8004fd6c FUN_8004fd6c
8004fe64 FUN_8004fe64
8004fee4 FUN_8004fee4
8004ffc4 FUN_8004ffc4
8005001c FUN_8005001c
800500b4 FUN_800500b4
80050104 FUN_80050104
80050164 FUN_80050164
80050194 FUN_80050194
80050304 FUN_80050304
800504b4 FUN_800504b4
800504e8 FUN_800504e8
8005058c FUN_8005058c
800505c4 FUN_800505c4
80050610 FUN_80050610
800506ac FUN_800506ac
80050810 FUN_80050810
800508f8 FUN_800508f8
80050994 FUN_80050994
800509b0 FUN_800509b0
800509ec FUN_800509ec
80050a90 FUN_80050a90
80050b2c FUN_80050b2c
80050d14 FUN_80050d14
80050d7c FUN_80050d7c
80050da4 FUN_80050da4
80050df0 FUN_80050df0
80050e38 FUN_80050e38
80050e78 FUN_80050e78
80050ef8 FUN_80050ef8
80050f7c FUN_80050f7c
80050ff8 FUN_80050ff8
800510dc FUN_800510dc
80051100 FUN_80051100
80051124 FUN_80051124
80051170 FUN_80051170
80051194 FUN_80051194
800511b8 FUN_800511b8
800511dc FUN_800511dc
8005122c FUN_8005122c
80051260 FUN_80051260
800512a4 FUN_800512a4
800512f8 FUN_800512f8
80051310 FUN_80051310
80051368 FUN_80051368
8005152c FUN_8005152c
80051588 FUN_80051588
800515c8 FUN_800515c8
800515e0 FUN_800515e0
80051630 FUN_80051630
8005164c FUN_8005164c
80051678 FUN_80051678
8005174c FUN_8005174c
80051844 FUN_80051844
800518c0 FUN_800518c0
800518dc FUN_800518dc
80051908 FUN_80051908
80051940 FUN_80051940
80051980 FUN_80051980
800519d8 FUN_800519d8
80051a3c FUN_80051a3c
80051aa0 FUN_80051aa0
80051ae0 FUN_80051ae0
80051b54 FUN_80051b54
80051c24 FUN_80051c24
80051c60 FUN_80051c60
80051d54 FUN_80051d54
80051f14 FUN_80051f14
80052008 FUN_80052008
80052160 FUN_80052160
800521b0 FUN_800521b0
8005220c FUN_8005220c
80052260 FUN_80052260
800522bc FUN_800522bc
80052344 FUN_80052344
800523bc FUN_800523bc
8005241c FUN_8005241c
80052458 FUN_80052458
800524b8 FUN_800524b8
80052508 FUN_80052508
80052580 FUN_80052580
800525b4 send_evt_Meta_buf_at_arg1+0x100
800525d8 send_evt_Meta_buf_at_arg1
8005261c FUN_8005261c
80052774 FUN_80052774
8005280c FUN_8005280c
800528b0 FUN_800528b0
80052a38 FUN_80052a38
80052c1c FUN_80052c1c
80052c64 FUN_80052c64
80052f18 FUN_80052f18
80052f1a FUN_80052f1a
80052f38 FUN_80052f38
80052f8c FUN_80052f8c
80052ffc FUN_80052ffc
80053034 FUN_80053034
800530a0 FUN_800530a0
800531d4 FUN_800531d4
8005323c FUN_8005323c
800532ac FUN_800532ac
80053384 FUN_80053384
80053440 FUN_80053440
80053514 FUN_80053514
80053604 FUN_80053604
80053688 FUN_80053688
80053710 FUN_80053710
80053824 FUN_80053824
800538b4 FUN_800538b4
80053a2c FUN_80053a2c
80053aa4 FUN_80053aa4
80053cec FUN_80053cec
80053e20 FUN_80053e20
80053ebc FUN_80053ebc
80053fb0 FUN_80053fb0
80054044 FUN_80054044
80054144 FUN_80054144
800544e0 FUN_800544e0
80054570 FUN_80054570
800546e4 FUN_800546e4
800549fc FUN_800549fc
80054b14 FUN_80054b14
80055204 FUN_80055204
80055320 FUN_80055320
8005537c FUN_8005537c
800553dc FUN_800553dc
80055480 FUN_80055480
800555bc FUN_800555bc
800559a0 FUN_800559a0
800559d4 FUN_800559d4
80055a10 FUN_80055a10
80055a34 FUN_80055a34
80055a68 FUN_80055a68
80055ac0 FUN_80055ac0
80055b78 FUN_80055b78
80055c54 FUN_80055c54
80055c68 FUN_80055c68
80055c80 FUN_80055c80
80055dc4 FUN_80055dc4
80055ddc FUN_80055ddc
80055e50 FUN_80055e50
80055ec8 FUN_80055ec8
80055f34 FUN_80055f34
80055f68 FUN_80055f68
80055fc4 FUN_80055fc4
8005603c FUN_8005603c
80056058 FUN_80056058
80056084 FUN_80056084
800560dc FUN_800560dc
8005610c FUN_8005610c
8005615c FUN_8005615c
80056184 FUN_80056184
80056200 FUN_80056200
80056204 FUN_80056204
8005621c FUN_8005621c
80056260 FUN_80056260
80056290 FUN_80056290
800562ac FUN_800562ac
800562d0 FUN_800562d0
800562f4 FUN_800562f4
80056320 FUN_80056320
8005634c FUN_8005634c
80056364 FUN_80056364
8005637c FUN_8005637c
800563a8 FUN_800563a8
80056404 FUN_80056404
80056460 FUN_80056460
800564bc FUN_800564bc
80056510 FUN_80056510
80056554 FUN_80056554
800565ac FUN_800565ac
80056608 FUN_80056608
80056660 FUN_80056660
800566b8 FUN_800566b8
800566f8 VSC_0xfc97_1_FUN_800566f8
80056734 FUN_80056734
8005681c VSC_0xfc73_3_FUN_8005681c
80056878 VSC_0xfc73_2_FUN_80056878
800568d4 VSC_0xfc73_1_FUN_800568d4
8005693c FUN_8005693c
80056988 FUN_80056988
80056ca8 FUN_80056ca8
80056f00 FUN_80056f00
80057008 FUN_80057008
80057094 FUN_80057094
80057180 FUN_80057180
800572d8 FUN_800572d8
8005734c FUN_8005734c
80057370 FUN_80057370
800573d8 FUN_800573d8
800574c8 FUN_800574c8
800574ec FUN_800574ec
80057564 FUN_80057564
800575fc FUN_800575fc
80057684 FUN_80057684
8005770c VSC_0xfc97_2_FUN_8005770c
800577c0 FUN_800577c0
800577ec FUN_800577ec
80057a00 FUN_80057a00
80057ce8 FUN_80057ce8
80058254 FUN_80058254
8005840c FUN_8005840c
80058638 FUN_80058638
80058680 FUN_80058680
80058740 FUN_80058740
80058974 FUN_80058974
80058a34 FUN_80058a34
80058a5c FUN_80058a5c
80058bb8 FUN_80058bb8
80058dd4 FUN_80058dd4
800590b0 FUN_800590b0
80059454 FUN_80059454
80059684 FUN_80059684
800596c8 get_0x1ac_struct_ptr_by_index
80059704 FUN_80059704
80059734 FUN_80059734
8005983c FUN_8005983c
800598c8 FUN_800598c8
800598d4 FUN_800598d4
800598ec FUN_800598ec
80059910 FUN_80059910
800599f8 FUN_800599f8
80059a1c FUN_80059a1c
80059a60 FUN_80059a60
80059ab0 FUN_80059ab0
80059af8 FUN_80059af8
80059b18 FUN_80059b18
80059cde FUN_80059cde
80059ce0 FUN_80059ce0
80059cec FUN_80059cec
80059de4 FUN_80059de4
80059de8 FUN_80059de8
80059e64 FUN_80059e64
80059ed0 FUN_80059ed0
80059f14 FUN_80059f14
80059f54 FUN_80059f54
80059f94 FUN_80059f94
80059fd0 FUN_80059fd0
8005a00c FUN_8005a00c
8005a048 FUN_8005a048
8005a0d4 FUN_8005a0d4
8005a228 FUN_8005a228
8005a298 get_TX_or_RX_PHY
8005a2dc FUN_8005a2dc
8005a384 FUN_8005a384
8005a680 FUN_8005a680
8005a714 FUN_8005a714
8005a7ec FUN_8005a7ec
8005a924 FUN_8005a924
8005aa70 FUN_8005aa70
8005aaac FUN_8005aaac
8005aba8 FUN_8005aba8
8005ae58 FUN_8005ae58
8005af8c FUN_8005af8c
8005b6d4 FUN_8005b6d4
8005b79c FUN_8005b79c
8005b8e8 FUN_8005b8e8
8005b968 FUN_8005b968
8005b9d8 FUN_8005b9d8
8005bdc4 FUN_8005bdc4
8005bde0 FUN_8005bde0
8005be1c FUN_8005be1c
8005be64 FUN_8005be64
8005be90 FUN_8005be90
8005bea8 FUN_8005bea8
8005bf4c FUN_8005bf4c
8005c064 FUN_8005c064
8005c0b0 FUN_8005c0b0
8005c100 FUN_8005c100
8005c214 FUN_8005c214
8005c27c FUN_8005c27c
8005c4c0 FUN_8005c4c0
8005c640 FUN_8005c640
8005c720 FUN_8005c720
8005c80c FUN_8005c80c
8005c86c FUN_8005c86c
8005c930 FUN_8005c930
8005c948 FUN_8005c948
8005c960 FUN_8005c960
8005c988 FUN_8005c988
8005c9c8 FUN_8005c9c8
8005ca00 FUN_8005ca00
8005ca30 FUN_8005ca30
8005cd6c FUN_8005cd6c
8005cdd4 FUN_8005cdd4
8005ce0c FUN_8005ce0c
8005ce94 FUN_8005ce94
8005cf6c FUN_8005cf6c
8005cfcc FUN_8005cfcc
8005cff0 FUN_8005cff0
8005d078 FUN_8005d078
8005d154 FUN_8005d154
8005d1a4 FUN_8005d1a4
8005d1f4 FUN_8005d1f4
8005d26c assign_pointer_to_0x1AC_offset_0x134
8005d2c8 FUN_8005d2c8
8005d364 FUN_8005d364
8005d438 FUN_8005d438
8005d490 FUN_8005d490
8005d4e0 FUN_8005d4e0
8005d548 FUN_8005d548
8005d54c FUN_8005d54c
8005d5f4 FUN_8005d5f4
8005d66c FUN_8005d66c
8005d744 FUN_8005d744
8005d7bc FUN_8005d7bc
8005d834 FUN_8005d834
8005d8ac FUN_8005d8ac
8005d924 FUN_8005d924
8005d9ec FUN_8005d9ec
8005da64 FUN_8005da64
8005daa4 FUN_8005daa4
8005dac4 FUN_8005dac4
8005db04 FUN_8005db04
8005db5c FUN_8005db5c
8005dd04 FUN_8005dd04
8005dd24 FUN_8005dd24
8005dd70 FUN_8005dd70
8005dd9c FUN_8005dd9c
8005df9c FUN_8005df9c
8005e01c FUN_8005e01c
8005e0b0 FUN_8005e0b0
8005e174 FUN_8005e174
8005e23c access_config_at_0xa5_and_0x1ac_stuct_stuff
8005e2c4 FUN_8005e2c4
8005e3a8 FUN_8005e3a8
8005e3b8 f_called_by_fHCI_Read_Remote_Version_Information_4
8005e40c FUN_8005e40c
8005e44c FUN_8005e44c
8005e4d4 FUN_8005e4d4
8005e514 FUN_8005e514
8005e59c FUN_8005e59c
8005e648 FUN_8005e648
8005e71c FUN_8005e71c
8005e728 FUN_8005e728
8005e7a0 FUN_8005e7a0
8005e7fc FUN_8005e7fc
8005e8a0 FUN_8005e8a0
8005e910 FUN_8005e910
8005e950 FUN_8005e950
8005eaa8 FUN_8005eaa8
8005eac8 FUN_8005eac8
8005eae8 FUN_8005eae8
8005eb2c FUN_8005eb2c
8005eb6c FUN_8005eb6c
8005ed24 FUN_8005ed24
8005ed88 FUN_8005ed88
8005edc8 FUN_8005edc8
8005ee8c FUN_8005ee8c
8005efe8 FUN_8005efe8
8005f0f0 FUN_8005f0f0
8005f1a0 FUN_8005f1a0
8005f218 FUN_8005f218
8005f260 FUN_8005f260
8005f37c FUN_8005f37c
8005f428 FUN_8005f428
8005f598 FUN_8005f598
8005f614 FUN_8005f614
8005f69c FUN_8005f69c
8005f880 FUN_8005f880
8005f8a0 FUN_8005f8a0
8005f95c switchdataD_8005f95c
8005f97c caseD_0
8005fa34 FUN_8005fa34
8005fa94 FUN_8005fa94
8005faec FUN_8005faec
8005fd0c FUN_8005fd0c
8005fdd0 FUN_8005fdd0
8005fe90 FUN_8005fe90
8005fedc FUN_8005fedc
8005ff54 FUN_8005ff54
80060038 FUN_80060038
80060094 FUN_80060094
800600e8 LMP__270__FUN_800600e8
80060224 FUN_80060224
800602a4 FUN_800602a4
800602dc FUN_800602dc
8006037c caseD_12
800605a4 just_return_0
800605a8 supported_commands_by_LMP_Opcode
80060708 FUN_80060708
80060740 lookup_up_to_3_bos_array_indices_by_connection_handle
80060770 FUN_80060770
800607a8 FUN_800607a8
800607dc FUN_800607dc
8006080c FUN_8006080c
80060838 FUN_80060838
8006086c FUN_8006086c
80060898 FUN_80060898
800608f0 some_case_0x2b
800609e0 FUN_800609e0
80060a78 FUN_80060a78
80060adc FUN_80060adc
80060c30 look_for_non_matching_bdaddr_bos_index_i.e._free_connection_slot
80060c84 FUN_80060c84
80060cfc zero_initialize_6_bytes_at_param1
80060d0c called_by_fHCI_Remote_Name_Request_6_nop_if_not_patched?
80060dd8 return_big_ol_array_offset
80060e9c FUN_80060e9c
800610b8 FUN_800610b8
800611e4 send_LMP_reply
800614d4 FUN_800614d4
800614fc FUN_800614fc
80061514 FUN_80061514
80061538 FUN_80061538
800615a8 send_extended_opcode_LMP_reply?
800615e8 FUN_800615e8
80061624 LMP_PACKET_TYPE_TABLE_REQ_0x7F_0B
800616ac FUN_800616ac
80061700 FUN_80061700
80061754 if_arg1<3_memcpy_features_to_arg2_else_HCI_Inquiry_Cancel
80061784 copy_feature_and_send_LMP_reply
800617ec LMP_FEATURES_RES_EXT_0x7F_04
80061a4c LMP_FEATURES_REQ_EXT_0x7F_03
80061a98 FUN_80061a98
80061ad8 LMP_NOT_ACCEPTED_EXT_0x7F_02
80061b34 LMP_ACCEPTED_EXT_0x7F_01
80061b84 FUN_80061b84
80061bb8 LMP_extended_opcode_handler_0x01-0x11
80061c78 FUN_80061c78
80061d5c FUN_80061d5c
80061dc8 FUN_80061dc8
80061e24 FUN_80061e24
80061e70 some_case_0x37_2
80061eb0 LMP_SNIFF_SUBRATING_RES_0x7F_16
80061f58 FUN_80061f58
80061fdc FUN_80061fdc
80062054 LMP_SNIFF_SUBRATING_REQ_0x7F_15
80062158 LMP_extended_opcode_handler_0x15-0x16
800621a0 FUN_800621a0
80062270 LMP__267__FUN_80062270
80062324 FUN_80062324
8006235c FUN_8006235c
80062368 FUN_80062368
800623b8 FUN_800623b8
800623e4 FUN_800623e4
80062430 FUN_80062430
8006251c LMP_POWER_CONTROL_RES
800625ac FUN_800625ac
80062658 LMP_POWER_CONTROL_REQ
800626f8 more_extended_opcode_handlers
80062774 FUN_80062774
800627e0 FUN_800627e0
80062924 LMP_CLK_ADJ_ACK_0x7F_0x06
80062978 FUN_80062978
80062a28 FUN_80062a28
80062a58 VSC_0xfcd9_FUN_80062a58
80062cac LMP_CLK_ADJ_0x7F_0x05
80062e44 LMP_CLK_ADJ_REQ_0x7F_0x07
80062f94 more_extended_opcode_handlers2
8006301c FUN_8006301c
800630c4 FUN_800630c4
800631a0 FUN_800631a0
80063224 FUN_80063224
8006331c FUN_8006331c
80063364 FUN_80063364
80063458 LMP_CHANNEL_CLASSIFICATION_0x7F_11
800634c0 LMP_CHANNEL_CLASSIFICATION_REQ_0x7F_10
8006359c FUN_8006359c
8006372c FUN_8006372c
800638ac FUN_800638ac
800639b4 FUN_800639b4
80063a38 FUN_80063a38
80063ae4 FUN_80063ae4
80063b48 FUN_80063b48
80063cc4 LMP_SET_AFH_0x3C
80063ea0 FUN_80063ea0
80063f28 FUN_80063f28
80063f70 FUN_80063f70
80063fc4 FUN_80063fc4
80064078 FUN_80064078
800640a4 FUN_800640a4
800640c4 FUN_800640c4
80064220 FUN_80064220
8006426c FUN_8006426c
80064294 FUN_80064294
800642e8 FUN_800642e8
80064320 FUN_80064320
80064360 FUN_80064360
800643a0 FUN_800643a0
80064444 FUN_80064444
800645a0 FUN_800645a0
800646e8 FUN_800646e8
800647dc FUN_800647dc
80064a64 FUN_80064a64
80064b08 FUN_80064b08
80064bf4 FUN_80064bf4
80064e54 FUN_80064e54
80064e98 FUN_80064e98
80064f60 FUN_80064f60
80065068 FUN_80065068
80065264 FUN_80065264
80065344 FUN_80065344
800654ec FUN_800654ec
80065510 FUN_80065510
800656bc LMP_CH__0x3ea__FUN_800656bc
800657c8 FUN_800657c8
800658f0 FUN_800658f0
80065c84 FUN_80065c84
80065d94 FUN_80065d94
80065f0c FUN_80065f0c
800661b8 FUN_800661b8
80066330 FUN_80066330
800666a0 FUN_800666a0
80066914 FUN_80066914
80066bd0 FUN_80066bd0
80066c3c FUN_80066c3c
80066e68 assoc_w_tLMP_CH
80066f3c FUN_80066f3c
80066f6c FUN_80066f6c
80066fc4 FUN_80066fc4
80066fe8 FUN_80066fe8
80067050 FUN_80067050
800670bc FUN_800670bc
80067128 set_check_for_1_to_1
8006753c FUN_8006753c
80067614 FUN_80067614
80067658 FUN_80067658
800676a4 FUN_800676a4
800676e8 FUN_800676e8
80067768 FUN_80067768
80067a2c unknown_referencing_default_name(2x)_9
80067cf0 FUN_80067cf0
80067f2c FUN_80067f2c
80067fd4 FUN_80067fd4
80067ff4 FUN_80067ff4
80068058 FUN_80068058
80068108 FUN_80068108
800681d8 FUN_800681d8
800683d8 calls_fptr
80068400 c_by_LMP_ENCAPSULATED_PAYLOAD_0x3E_call_fptr
80068428 FUN_80068428
8006845c call_if_encapsulated_payload_or_header_rejected
800684b4 FUN_800684b4
800684c8 LMP_NOT_ACCEPTED
800684ec LMP_ENCAPSULATED_PAYLOAD_0x3E
800685b4 LMP_ENCAPSULATED_HEADER_0x3D
8006862c FUN_8006862c
80068664 FUN_80068664
80068680 send_LMP_ENCAPSULATED_HEADER_reply
800686fc wraps_send_LMP_ENCAPSULATED_HEADER_reply2
80068764 wraps_send_LMP_ENCAPSULATED_HEADER_reply
800687b8 wraps_send_LMP_ENCAPSULATED_HEADER_reply_1_and_2
800687e8 LMP_more_normal_opcode_handlers2
80068874 FUN_80068874
800688b0 FUN_800688b0
800688f4 LMP_TIMING_ACCURACY_RES_0x30
80068918 LMP_MIN_POWER_0x22
80068938 LMP_MAX_POWER_0x21
80068958 FUN_80068958
80068a2c LMP_TEST_ACTIVATE_0x38
80068aec LMP_VERSION_REQ_0x25
80068b80 FUN_80068b80
80068c30 FUN_80068c30
80068c98 FUN_80068c98
80068f74 LMP_SLOT_OFFSET_0x34
80068fe4 send_LMP_FEATURES_REQ_or_RES
80069028 LMP_FEATURES_REQ_0x27
80069060 LMP_TEST_CONTROL_0x39
8006943c LMP_INCR_POWER_REQ_0x1f
80069534 LMP_TIMING_ACCURACY_REQ_0x2F
8006959c LMP_CLKOFFSET_REQ_0x05
800695f4 LMP_NAME_REQ_0x01
80069658 LMP_DECR_POWER_REQ_0x20
80069750 LMP_PAGE_MODE_RES_0x36
80069794 LMP_QUALITY_OF_SERVICE_REQ_0x2A
800698c8 LMP_QUALITY_OF_SERVICE_0x29
8006990c LMP_PAGE_MODE_REQ_0x35
80069998 LMP_START_ENCRYPTION_REQ_0x18
80069a4c LMP_START_ENCRYPTION_REQ_0x17
80069c94 LMP_DETACH_0x07
80069d6c LMP_AUTO_RATE_0x23
80069d9c LMP_PREFERRED_RATE_0x24
80069e40 LMP_SETUP_COMPLETE_0x31
80069e98 LMP_HOST_CONNECTION_REQ_0x33
80069fe4 LMP_SUPERVISION_TIMEOUT_0x37
8006a084 LMP_CLKOFFSET_RES_0x06
8006a0d4 LMP_VERSION_RES_0x26
8006a134 LMP_SWITCH_REQ_0x13
8006a3dc LMP_MAX_SLOT_0x2D
8006a450 LMP_MAX_SLOT_REQ_0x2E
8006a4e8 LMP_NAME_RES_0x02
8006a614 FUN_8006a614
8006a630 FUN_8006a630
8006a698 helper_function_send_reply_LMP_FEATURES_RES_0x28
8006a794 LMP_FEATURES_RES_0x28
8006a890 FUN_8006a890
8006a910 FUN_8006a910
8006a9ac FUN_8006a9ac
8006a9e0 FUN_8006a9e0
8006aa20 FUN_8006aa20
8006aa70 FUN_8006aa70
8006aae4 LMP_NOT_ACCEPTED_0x04
8006ab60 FUN_8006ab60
8006aba8 FUN_8006aba8
8006ac14 FUN_8006ac14
8006ac3c FUN_8006ac3c
8006ac9c LMP_ACCEPTED_0x03
8006ad5c FUN_8006ad5c
8006ad80 FUN_8006ad80
8006add4 FUN_8006add4
8006ae20 FUN_8006ae20
8006ae48 FUN_8006ae48
8006ae7c FUN_8006ae7c
8006aea0 FUN_8006aea0
8006aedc FUN_8006aedc
8006aee4 FUN_8006aee4
8006af6c FUN_8006af6c
8006b010 FUN_8006b010
8006b05c FUN_8006b05c
8006b0f8 FUN_8006b0f8
8006b1e4 lookup_some_sort_of_connection_struct_index_by_connection_handle
8006b224 FUN_8006b224
8006b268 FUN_8006b268
8006b2d0 FUN_8006b2d0
8006b36c FUN_8006b36c
8006b428 FUN_8006b428
8006b4a0 FUN_8006b4a0
8006b51c FUN_8006b51c
8006b5f4 FUN_8006b5f4
8006b728 FUN_8006b728
8006b784 FUN_8006b784
8006b7d0 FUN_8006b7d0
8006b850 FUN_8006b850
8006b8a0 FUN_8006b8a0
8006b9f0 FUN_8006b9f0
8006ba18 FUN_8006ba18
8006ba74 FUN_8006ba74
8006ba88 FUN_8006ba88
8006bb90 FUN_8006bb90
8006bc7c FUN_8006bc7c
8006bcfc LMP_REMOVE_SCO_LINK_REQ_0x2C
8006bdac FUN_8006bdac
8006bdf8 FUN_8006bdf8
8006bfec FUN_8006bfec
8006c11c FUN_8006c11c
8006c1ec FUN_8006c1ec
8006c2cc FUN_8006c2cc
8006c384 FUN_8006c384
8006c470 FUN_8006c470
8006c6e0 LMP_SCO_LINK_REQ_0x2B
8006c78c FUN_8006c78c
8006c7f8 FUN_8006c7f8
8006c81c FUN_8006c81c
8006c858 called_by_fHCI_Read_LMP_Handle_3
8006c880 FUN_8006c880
8006c8f4 FUN_8006c8f4
8006c924 FUN_8006c924
8006c968 FUN_8006c968
8006c9a8 FUN_8006c9a8
8006c9e8 FUN_8006c9e8
8006ca34 FUN_8006ca34
8006ca7c FUN_8006ca7c
8006cad0 FUN_8006cad0
8006cb7c FUN_8006cb7c
8006cc1c FUN_8006cc1c
8006cd54 FUN_8006cd54
8006cdc8 FUN_8006cdc8
8006ce0c FUN_8006ce0c
8006ceb8 FUN_8006ceb8
8006ced4 FUN_8006ced4
8006cef0 FUN_8006cef0
8006d028 FUN_8006d028
8006d074 FUN_8006d074
8006d1b8 FUN_8006d1b8
8006d2aa FUN_8006d2aa
8006d2ac FUN_8006d2ac
8006d2bc FUN_8006d2bc
8006d2e4 FUN_8006d2e4
8006d33c FUN_8006d33c
8006d43c FUN_8006d43c
8006d45c FUN_8006d45c
8006d4d8 FUN_8006d4d8
8006d58c FUN_8006d58c
8006d614 FUN_8006d614
8006d6cc FUN_8006d6cc
8006d774 FUN_8006d774
8006d7d8 FUN_8006d7d8
8006d80c FUN_8006d80c
8006d8f8 FUN_8006d8f8
8006dfbc FUN_8006dfbc
8006e0d4 FUN_8006e0d4
8006e2c4 FUN_8006e2c4
8006e3c4 FUN_8006e3c4
8006e4b0 FUN_8006e4b0
8006e5a8 FUN_8006e5a8
8006e93c FUN_8006e93c
8006eb9c FUN_8006eb9c
8006edd0 FUN_8006edd0
8006ef7c FUN_8006ef7c
8006eff0 LMP_REMOVE_eSCO_LINK_REQ_0x7F_0D
8006f0d0 LMP_eSCO_LINK_REQ_0x7F_0C
8006f744 FUN_8006f744
8006f764 FUN_8006f764
8006f7c0 FUN_8006f7c0
8006f828 FUN_8006f828
8006f870 some_case_0x37_1
8006f8e8 path2_send_evt_0x14_HCI_Mode_Change
8006f950 FUN_8006f950
8006f994 FUN_8006f994
8006fd20 FUN_8006fd20
8006ff00 some_case_0x13
8006ff50 FUN_8006ff50
8006ffa4 FUN_8006ffa4
80070070 FUN_80070070
80070084 FUN_80070084
80070248 LMP__48A__FUN_80070248
800702e4 LMP__259__FUN_800702e4
800703f0 LMP__600__FUN_800703f0
80070444 FUN_80070444
80070454 possible_LMP_DETACH
80070574 FUN_80070574
800707dc HCI_EVT_0x500_FUN_800707dc
8007088c LMP__25C_called3
800708bc FUN_800708bc
8007095c LMP__489__various_sub-cases
80070ba4 LMP__25C__FUN_80070ba4
80070c04 LMP_"480"_only_path_that_goes_to_real_LMP_switch
80071138 FUN_80071138
8007127c FUN_8007127c
80071370 LMP__47F__FUN_80071370
800713d4 LMP__47E__FUN_800713d4
800714a0 LMP__267__FUN_800714a0
8007159c FUN_8007159c
80071620 called_at_end_of_crypto_state_machine_update
80071634 assoc_w_tLMP
8007180c FUN_8007180c
80071840 FUN_80071840
800718d0 FUN_800718d0
8007190c FUN_8007190c
80071948 FUN_80071948
8007196c FUN_8007196c
800719a0 FUN_800719a0
80071a1c FUN_80071a1c
80071a84 FUN_80071a84
80071ae8 FUN_80071ae8
80071b1c FUN_80071b1c
80071b50 LMP__264__FUN_80071b50
80071b84 set_struct_data_offset_param1_to_param2
80071ba4 check_if_80122df0_is_non-zero_else_ret_0xff
80071bc4 FUN_80071bc4
80071bc8 FUN_80071bc8
80071c68 FUN_80071c68
80071cbc FUN_80071cbc
80071d98 something_using_LMP_features
80071ee0 FUN_80071ee0
80071f60 FUN_80071f60
80072020 FUN_80072020
80072094 FUN_80072094
800720c4 FUN_800720c4
800721a0 FUN_800721a0
8007223c FUN_8007223c
800722b0 FUN_800722b0
80072304 FUN_80072304
800723cc FUN_800723cc
80072404 send_LMP_NOT_ACCEPTED
8007243c send_LMP_ACCEPTED
80072474 FUN_80072474
80072528 FUN_80072528
8007259c FUN_8007259c
80072648 LMP_unknown_else
80072694 FUN_80072694
8007276c FUN_8007276c
80072924 FUN_80072924
80072bac FUN_80072bac
80072ff8 FUN_80072ff8
800731bc FUN_800731bc
80073348 called_by_called_at_end_of_crypto_state_machine_update
800734c4 FUN_800734c4
800737f0 FUN_800737f0
80073888 FUN_80073888
800738dc FUN_800738dc
800739ac FUN_800739ac
80073a5c FUN_80073a5c
80073b08 FUN_80073b08
80073b74 HCI_Disconnect_on_error
80073db8 FUN_80073db8
80073e94 FUN_80073e94
80073f5c FUN_80073f5c
80074020 FUN_80074020
800740c8 FUN_800740c8
8007419c FUN_8007419c
80074244 FUN_80074244
800742d0 FUN_800742d0
800743b4 FUN_800743b4
8007442c FUN_8007442c
80074518 FUN_80074518
800745d8 FUN_800745d8
80074718 FUN_80074718
800747b0 FUN_800747b0
80074940 FUN_80074940
80074c04 FUN_80074c04
80074c8c LMP_CH__0x3ed__FUN_80074c8c
80074d84 set_two_global_ptrs
80074da0 FUN_80074da0
80074dd4 FUN_80074dd4
80074dfc called_by_unknown_fptr_indexA_2
80074e38 possible_logger_called_if_no_patch2
80074e84 called_by_unknown_fptr_indexA_1
80074eb4 FUN_80074eb4
80074ee0 function_that_uses_Logger_string
80074f38 possible_logger_called_if_no_patch1
80074fa8 possible_logging_function?_var_args
80075084 unknown_referencing_default_name_8
8007522c FUN_8007522c
800752d0 FUN_800752d0
80075324 func1_that_uses_structs_at_0x80100000
80075428 FUN_80075428
